n,p,m
"{""synonym"":[Disease_May_Have_Normal_Cell_Origin],""name"":disease_may_have_normal_cell_origin,""definition"":['A role used to represent that a normal cell type will only be the type of origin in some cases of the disease. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_May_Have_Normal_Cell_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43769,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_May_Have_Normal_Cell_Origin],""name"":disease_may_have_normal_cell_origin,""definition"":['A role used to represent that a normal cell type will only be the type of origin in some cases of the disease. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_May_Have_Normal_Cell_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43769,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_May_Have_Normal_Cell_Origin],""name"":disease_may_have_normal_cell_origin,""definition"":['A role used to represent that a normal cell type will only be the type of origin in some cases of the disease. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_May_Have_Normal_Cell_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43769,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disease_May_Have_Normal_Cell_Origin],""name"":disease_may_have_normal_cell_origin,""definition"":['A role used to represent that a normal cell type will only be the type of origin in some cases of the disease. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_May_Have_Normal_Cell_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43769,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""synonym"":[Disease_Excludes_Normal_Tissue_Origin],""name"":disease_excludes_normal_tissue_origin,""definition"":['A specializing role which may be used to override Disease_Has_Normal_Tissue_Origin. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Excludes_Normal_Tissue_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43750,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_Excludes_Normal_Tissue_Origin],""name"":disease_excludes_normal_tissue_origin,""definition"":['A specializing role which may be used to override Disease_Has_Normal_Tissue_Origin. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Excludes_Normal_Tissue_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43750,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Disease_Excludes_Normal_Tissue_Origin],""name"":disease_excludes_normal_tissue_origin,""definition"":['A specializing role which may be used to override Disease_Has_Normal_Tissue_Origin. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Excludes_Normal_Tissue_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43750,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disease_Excludes_Normal_Tissue_Origin],""name"":disease_excludes_normal_tissue_origin,""definition"":['A specializing role which may be used to override Disease_Has_Normal_Tissue_Origin. The domain and the range for this role are 'Disease, Disorder or Finding' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Disease_Excludes_Normal_Tissue_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43750,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""synonym"":[Biological_Process_Has_Associated_Location],""name"":biological_process_has_associated_location,""definition"":['A role used to indicate the organ, organ system, cellular or subcellular location where a process occurs in a living system. The domain and range for this role are 'Biological Process' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Biological_Process_Has_Associated_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43725,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Biological_Process_Has_Associated_Location],""name"":biological_process_has_associated_location,""definition"":['A role used to indicate the organ, organ system, cellular or subcellular location where a process occurs in a living system. The domain and range for this role are 'Biological Process' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Biological_Process_Has_Associated_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43725,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Biological_Process_Has_Associated_Location],""name"":biological_process_has_associated_location,""definition"":['A role used to indicate the organ, organ system, cellular or subcellular location where a process occurs in a living system. The domain and range for this role are 'Biological Process' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Biological_Process_Has_Associated_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43725,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Biological_Process_Has_Associated_Location],""name"":biological_process_has_associated_location,""definition"":['A role used to indicate the organ, organ system, cellular or subcellular location where a process occurs in a living system. The domain and range for this role are 'Biological Process' and 'Anatomic Structure, System, or Substance', respectively.'],""label"":Biological_Process_Has_Associated_Location,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43725,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""label"":Disease_Excludes_Normal_Cell_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R138}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":Disease_Excludes_Normal_Cell_Origin,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R138}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""label"":Biological_Process_Has_Result_Anatomy,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R31}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":Biological_Process_Has_Result_Anatomy,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R31}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Anatomic_Structure_Is_Physical_Part_Of],""name"":anatomic_structure_is_physical_part_of,""definition"":['A role used to indicate that an anatomic structure has a physical association with a broader system or organ. Both the domain and range for this role are 'Anatomic Structure, System, or Substance'.'],""label"":Anatomic_Structure_Is_Physical_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43724,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Anatomic_Structure_Is_Physical_Part_Of],""name"":anatomic_structure_is_physical_part_of,""definition"":['A role used to indicate that an anatomic structure has a physical association with a broader system or organ. Both the domain and range for this role are 'Anatomic Structure, System, or Substance'.'],""label"":Anatomic_Structure_Is_Physical_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43724,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
"{""synonym"":[Anatomic_Structure_Is_Physical_Part_Of],""name"":anatomic_structure_is_physical_part_of,""definition"":['A role used to indicate that an anatomic structure has a physical association with a broader system or organ. Both the domain and range for this role are 'Anatomic Structure, System, or Substance'.'],""label"":Anatomic_Structure_Is_Physical_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43724,""ontology"":NCIT}","{""label"":Role_Has_Domain,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A1}","{""synonym"":[Anatomic Structure, System, or Substance, Anatomic Structures and Systems],""name"":anatomic structure, system, or substance,""definition"":['A human biological structure, fluid or other substance; excludes single molecular entities.'],""label"":Anatomic Structure, System, or Substance,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,""ontology"":NCIT}"
