n,p,m
"{""synonym"":[Visual system disorder (disorder)],""name"":visual system disorder,""definition"":[],""label"":Visual system disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128127008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}"
"{""synonym"":[Visual system disorder (disorder)],""name"":visual system disorder,""definition"":[],""label"":Visual system disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128127008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Eye finding],""name"":eye / vision finding,""definition"":[],""label"":Eye / vision finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118235002,""ontology"":SNOMEDCT}"
"{""synonym"":[Eye finding],""name"":eye / vision finding,""definition"":[],""label"":Eye / vision finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118235002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Eye finding],""name"":eye / vision finding,""definition"":[],""label"":Eye / vision finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118235002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous cavity (disorder)],""name"":disorder of vitreous cavity,""definition"":[],""label"":Disorder of vitreous cavity,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/418842009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of vitreous cavity (disorder)],""name"":disorder of vitreous cavity,""definition"":[],""label"":Disorder of vitreous cavity,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/418842009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Vitreous cavity finding (finding)],""name"":vitreous cavity finding,""definition"":[],""label"":Vitreous cavity finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247078006,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous cavity (disorder)],""name"":disorder of vitreous cavity,""definition"":[],""label"":Disorder of vitreous cavity,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/418842009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of vitreous body and/or retina (disorder)],""name"":disorder of vitreous body and/or retina,""definition"":[],""label"":Disorder of vitreous body and/or retina,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/312771007,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous body and/or retina (disorder)],""name"":disorder of vitreous body and/or retina,""definition"":[],""label"":Disorder of vitreous body and/or retina,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/312771007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of vitreous body and/or retina (disorder)],""name"":disorder of vitreous body and/or retina,""definition"":[],""label"":Disorder of vitreous body and/or retina,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/312771007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of posterior segment of eye (disorder)],""name"":disorder of posterior segment of eye,""definition"":[],""label"":Disorder of posterior segment of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128536001,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of posterior segment of eye (disorder)],""name"":disorder of posterior segment of eye,""definition"":[],""label"":Disorder of posterior segment of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128536001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of posterior segment of eye (disorder)],""name"":disorder of posterior segment of eye,""definition"":[],""label"":Disorder of posterior segment of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128536001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of globe],""name"":disorder of eye,""definition"":[],""label"":Disorder of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371405004,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of globe],""name"":disorder of eye,""definition"":[],""label"":Disorder of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371405004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of globe],""name"":disorder of eye,""definition"":[],""label"":Disorder of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371405004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Globe finding (finding)],""name"":globe finding,""definition"":[],""label"":Globe finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246915008,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of globe],""name"":disorder of eye,""definition"":[],""label"":Disorder of eye,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371405004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}"
"{""synonym"":[Globe finding (finding)],""name"":globe finding,""definition"":[],""label"":Globe finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246915008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Globe finding (finding)],""name"":globe finding,""definition"":[],""label"":Globe finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246915008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Eye finding],""name"":eye / vision finding,""definition"":[],""label"":Eye / vision finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118235002,""ontology"":SNOMEDCT}"
"{""synonym"":[Globe finding (finding)],""name"":globe finding,""definition"":[],""label"":Globe finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246915008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Finding of head region (finding)],""name"":finding of head region,""definition"":[],""label"":Finding of head region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/298364001,""ontology"":SNOMEDCT}"
"{""synonym"":[Vitreous cavity finding (finding)],""name"":vitreous cavity finding,""definition"":[],""label"":Vitreous cavity finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247078006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Vitreous cavity finding (finding)],""name"":vitreous cavity finding,""definition"":[],""label"":Vitreous cavity finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247078006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Globe finding (finding)],""name"":globe finding,""definition"":[],""label"":Globe finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246915008,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of orbit proper (disorder)],""name"":disorder of orbit proper,""definition"":[],""label"":Disorder of orbit proper,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371436007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of orbit proper (disorder)],""name"":disorder of orbit proper,""definition"":[],""label"":Disorder of orbit proper,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371436007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Orbit observation],""name"":orbit finding,""definition"":[],""label"":Orbit finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246912006,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of orbit proper (disorder)],""name"":disorder of orbit proper,""definition"":[],""label"":Disorder of orbit proper,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371436007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}"
"{""synonym"":[Orbit observation],""name"":orbit finding,""definition"":[],""label"":Orbit finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246912006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Orbit observation],""name"":orbit finding,""definition"":[],""label"":Orbit finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246912006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Eye finding],""name"":eye / vision finding,""definition"":[],""label"":Eye / vision finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118235002,""ontology"":SNOMEDCT}"
"{""synonym"":[Orbit observation],""name"":orbit finding,""definition"":[],""label"":Orbit finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246912006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Finding of head region (finding)],""name"":finding of head region,""definition"":[],""label"":Finding of head region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/298364001,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of soft tissue of head (disorder)],""name"":disorder of soft tissue of head,""definition"":[],""label"":Disorder of soft tissue of head,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/280131007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of soft tissue of head (disorder)],""name"":disorder of soft tissue of head,""definition"":[],""label"":Disorder of soft tissue of head,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/280131007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of head (disorder)],""name"":disorder of head,""definition"":[],""label"":Disorder of head,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118934005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of soft tissue of head (disorder)],""name"":disorder of soft tissue of head,""definition"":[],""label"":Disorder of soft tissue of head,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/280131007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of soft tissue (disorder)],""name"":disorder of soft tissue,""definition"":[],""label"":Disorder of soft tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/19660004,""ontology"":SNOMEDCT}"
"{""synonym"":[Vitreous cells (finding)],""name"":vitreous cells,""definition"":[],""label"":Vitreous cells,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247086006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Vitreous cells (finding)],""name"":vitreous cells,""definition"":[],""label"":Vitreous cells,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247086006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Vitreous cavity finding (finding)],""name"":vitreous cavity finding,""definition"":[],""label"":Vitreous cavity finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247078006,""ontology"":SNOMEDCT}"
"{""synonym"":[Vitreous cells (finding)],""name"":vitreous cells,""definition"":[],""label"":Vitreous cells,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247086006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Orbit observation],""name"":orbit finding,""definition"":[],""label"":Orbit finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/246912006,""ontology"":SNOMEDCT}"
"{""synonym"":[Vitreous cells (finding)],""name"":vitreous cells,""definition"":[],""label"":Vitreous cells,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247086006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[General observation of soft tissue],""name"":general finding of soft tissue,""definition"":[],""label"":General finding of soft tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/248402002,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of optic chiasm associated with non-pituitary neoplasm (disorder)],""name"":disorder of optic chiasm associated with non-pituitary neoplasm,""definition"":[],""label"":Disorder of optic chiasm associated with non-pituitary neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64246009,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/due_to}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of optic chiasm associated with non-pituitary neoplasm (disorder)],""name"":disorder of optic chiasm associated with non-pituitary neoplasm,""definition"":[],""label"":Disorder of optic chiasm associated with non-pituitary neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64246009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of optic chiasm associated with non-pituitary neoplasm (disorder)],""name"":disorder of optic chiasm associated with non-pituitary neoplasm,""definition"":[],""label"":Disorder of optic chiasm associated with non-pituitary neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64246009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of optic chiasm due to neoplasm (disorder)],""name"":disorder of optic chiasm due to neoplasm,""definition"":[],""label"":Disorder of optic chiasm due to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/431769004,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of optic chiasm due to neoplasm (disorder)],""name"":disorder of optic chiasm due to neoplasm,""definition"":[],""label"":Disorder of optic chiasm due to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/431769004,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/due_to}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of optic chiasm due to neoplasm (disorder)],""name"":disorder of optic chiasm due to neoplasm,""definition"":[],""label"":Disorder of optic chiasm due to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/431769004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of optic chiasm due to neoplasm (disorder)],""name"":disorder of optic chiasm due to neoplasm,""definition"":[],""label"":Disorder of optic chiasm due to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/431769004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of visual pathways associated with neoplasm (disorder)],""name"":disorder of visual pathways associated with neoplasm,""definition"":[],""label"":Disorder of visual pathways associated with neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/75885003,""ontology"":SNOMEDCT}"
